0.000000,-0.340189,1
0.040000,-0.339863,1
0.080000,-0.338948,1
0.120000,-0.337595,1
0.160000,-0.336795,1
0.200000,-0.335925,1
0.240000,-0.335835,1
0.280000,-0.336266,1
0.320000,-0.337042,1
0.360000,-0.337422,1
0.400000,-0.337777,1
0.440000,-0.338140,1
0.480000,-0.338450,1
0.520000,-0.339621,1
0.560000,-0.340905,1
0.600000,-0.341640,1
0.640000,-0.342719,1
0.680000,-0.343104,1
0.720000,-0.342702,1
0.760000,-0.342244,1
0.800000,-0.339921,1
0.840000,-0.338657,1
0.880000,-0.337472,1
0.920000,-0.335358,1
0.960000,-0.334772,1
1.000000,-0.334312,1
1.040000,-0.333997,1
1.080000,-0.333388,1
1.120000,-0.333466,1
1.160000,-0.333635,1
1.200000,-0.333660,1
1.240000,-0.334063,1
1.280000,-0.334439,1
1.320000,-0.334663,1
1.360000,-0.334994,1
1.400000,-0.334845,1
1.440000,-0.334248,1
1.480000,-0.333784,1
1.520000,-0.332994,1
1.560000,-0.332641,1
1.600000,-0.331527,1
1.640000,-0.331543,1
1.680000,-0.331348,1
1.720000,-0.330849,1
1.760000,-0.330942,1
1.800000,-0.330617,1
1.840000,-0.330203,1
1.880000,-0.329518,1
1.920000,-0.328991,1
1.960000,-0.328351,1
2.000000,-0.327427,1
2.040000,-0.326965,1
2.080000,-0.326422,1
2.120000,-0.325994,1
2.160000,-0.326261,1
2.200000,-0.326270,1
2.240000,-0.325928,1
2.280000,-0.326369,1
2.320000,-0.326215,1
2.360000,-0.325899,1
2.400000,-0.324090,1
2.440000,-0.322588,1
2.480000,-0.319243,1
2.520000,-0.313051,1
2.560000,-0.306621,1
2.600000,-0.297152,1
2.640000,-0.291528,1
2.680000,-0.286538,1
2.720000,-0.279865,1
2.760000,-0.273852,1
2.800000,-0.271390,1
2.840000,-0.264874,1
2.880000,-0.261031,1
2.920000,-0.254902,1
2.960000,-0.244603,1
3.000000,-0.235677,1
3.040000,-0.229561,1
3.080000,-0.220336,1
3.120000,-0.205428,1
3.160000,-0.197824,1
3.200000,-0.188595,1
3.240000,-0.177048,1
3.280000,-0.171327,1
3.320000,-0.163360,1
3.360000,-0.157943,1
3.400000,-0.154236,1
3.440000,-0.147316,1
3.480000,-0.146494,1
3.520000,-0.143081,1
3.560000,-0.140738,1
3.600000,-0.134943,1
3.640000,-0.133658,1
3.680000,-0.130816,1
3.720000,-0.130477,1
3.760000,-0.130969,1
3.800000,-0.133883,1
3.840000,-0.138817,1
3.880000,-0.146644,1
3.920000,-0.158713,1
3.960000,-0.174057,1
4.000000,-0.183583,1
4.040000,-0.200696,1
4.080000,-0.212576,1
4.120000,-0.227973,1
4.160000,-0.233760,1
4.200000,-0.233534,1
4.240000,-0.233362,1
4.280000,-0.235398,1
4.320000,-0.237732,1
4.360000,-0.238464,1
4.400000,-0.237461,1
4.440000,-0.237956,1
4.480000,-0.230567,1
4.520000,-0.231193,1
4.560000,-0.237740,1
4.600000,-0.244201,1
4.640000,-0.255001,1
4.680000,-0.254449,1
4.720000,-0.246674,1
4.760000,-0.231288,1
4.800000,-0.238793,1
4.840000,-0.246515,1
4.880000,-0.214307,1
4.920000,-0.189744,1
4.960000,-0.178984,1
5.000000,-0.215778,1
5.040000,-0.247248,1
5.080000,-0.276383,1
5.120000,-0.307549,1
5.160000,-0.330957,1
5.200000,-0.338310,1
5.240000,-0.336841,1
5.280000,-0.347900,1
5.320000,-0.368509,1
5.360000,-0.441666,1
5.400000,-0.483866,1
5.440000,-0.507744,1
5.480000,-0.516522,1
5.520000,-0.550345,1
5.560000,-0.560266,1
5.600000,-0.568357,1
5.640000,-0.598060,1
5.680000,-0.619742,1
5.720000,-0.640339,1
5.760000,-0.660221,1
5.800000,-0.669684,1
5.840000,-0.675682,1
5.880000,-0.672824,1
5.920000,-0.650337,1
5.960000,-0.612426,1
6.000000,-0.550885,1
6.040000,-0.513604,1
6.080000,-0.410364,1
6.120000,-0.397086,1
6.160000,-0.406010,1
6.200000,-0.428775,1
6.240000,-0.429418,1
6.280000,-0.421954,1
6.320000,-0.411281,1
6.360000,-0.408097,1
6.400000,-0.379392,1
6.440000,-0.357708,1
6.480000,-0.363786,1
6.520000,-0.375374,1
6.560000,-0.395185,1
6.600000,-0.408060,1
6.640000,-0.406219,1
6.680000,-0.395592,1
6.720000,-0.379159,1
6.760000,-0.360140,1
6.800000,-0.339387,1
6.840000,-0.323142,1
6.880000,-0.298050,1
6.920000,-0.234385,1
6.960000,-0.207346,1
7.000000,-0.162588,1
7.040000,-0.090646,1
7.080000,-0.053795,1
7.120000,-0.036939,1
7.160000,-0.025750,1
7.200000,-0.044803,1
7.240000,-0.070556,1
7.280000,-0.085571,1
7.320000,-0.072930,1
7.360000,-0.058743,1
7.400000,-0.046553,1
7.440000,-0.038969,1
7.480000,-0.055324,1
7.520000,-0.126201,1
7.560000,-0.186030,1
7.600000,-0.214236,1
7.640000,-0.216052,1
7.680000,-0.211605,1
7.720000,-0.215463,1
7.760000,-0.208614,1
7.800000,-0.190540,1
7.840000,-0.172922,1
7.880000,-0.142890,1
7.920000,-0.111915,1
7.960000,-0.089395,1
8.000000,-0.063559,1
8.040000,-0.081002,1
8.080000,-0.091795,1
8.120000,-0.090013,1
8.160000,-0.102064,1
8.200000,-0.113333,1
8.240000,-0.130456,1
8.280000,-0.149971,1
8.320000,-0.161983,1
8.360000,-0.167501,1
8.400000,-0.181770,1
8.440000,-0.186337,1
8.480000,-0.176536,1
8.520000,-0.167288,1
8.560000,-0.169243,1
8.600000,-0.164131,1
8.640000,-0.146141,1
8.680000,-0.137527,1
8.720000,-0.122230,1
8.760000,-0.117776,1
8.800000,-0.121582,1
8.840000,-0.127782,1
8.880000,-0.133252,1
8.920000,-0.119732,1
8.960000,-0.088346,1
9.000000,-0.051581,1
9.040000,-0.033641,1
9.080000,-0.020209,1
9.120000,0.006432,1
9.160000,0.019318,1
9.200000,0.023288,1
9.240000,0.023646,1
9.280000,0.020270,1
9.320000,0.002531,1
9.360000,-0.012702,1
9.400000,-0.009410,1
