0.000000,1.177203,1
0.040000,1.180541,1
0.080000,1.183304,1
0.120000,1.186505,1
0.160000,1.188912,1
0.200000,1.192255,1
0.240000,1.196897,1
0.280000,1.205986,1
0.320000,1.211219,1
0.360000,1.214485,1
0.400000,1.216877,1
0.440000,1.220746,1
0.480000,1.222450,1
0.520000,1.225481,1
0.560000,1.231139,1
0.600000,1.236528,1
0.640000,1.241160,1
0.680000,1.243683,1
0.720000,1.249747,1
0.760000,1.250444,1
0.800000,1.250879,1
0.840000,1.250517,1
0.880000,1.248734,1
0.920000,1.248124,1
0.960000,1.247451,1
1.000000,1.246635,1
1.040000,1.245223,1
1.080000,1.242866,1
1.120000,1.242420,1
1.160000,1.241022,1
1.200000,1.238867,1
1.240000,1.236716,1
1.280000,1.235472,1
1.320000,1.234226,1
1.360000,1.232905,1
1.400000,1.232138,1
1.440000,1.231088,1
1.480000,1.229723,1
1.520000,1.228787,1
1.560000,1.226753,1
1.600000,1.225181,1
1.640000,1.223983,1
1.680000,1.222869,1
1.720000,1.222014,1
1.760000,1.221624,1
1.800000,1.222693,1
1.840000,1.223722,1
1.880000,1.222929,1
1.920000,1.223392,1
1.960000,1.223725,1
2.000000,1.224069,1
2.040000,1.223766,1
2.080000,1.224450,1
2.120000,1.224380,1
2.160000,1.223211,1
2.200000,1.220658,1
2.240000,1.220785,1
2.280000,1.222550,1
2.320000,1.222902,1
2.360000,1.222886,1
2.400000,1.223795,1
2.440000,1.223528,1
2.480000,1.222758,1
2.520000,1.220970,1
2.560000,1.219516,1
2.600000,1.221278,1
2.640000,1.222150,1
2.680000,1.224129,1
2.720000,1.224548,1
2.760000,1.222450,1
2.800000,1.219877,1
2.840000,1.217807,1
2.880000,1.214121,1
2.920000,1.213254,1
2.960000,1.206194,1
3.000000,1.185626,1
3.040000,1.182294,1
3.080000,1.193587,1
3.120000,1.208221,1
3.160000,1.222923,1
3.200000,1.229442,1
3.240000,1.225355,1
3.280000,1.238258,1
3.320000,1.287882,1
3.360000,1.332401,1
3.400000,1.354474,1
3.440000,1.374623,1
3.480000,1.380667,1
3.520000,1.358386,1
3.560000,1.333557,1
3.600000,1.318131,1
3.640000,1.278670,1
3.680000,1.245130,1
3.720000,1.257351,1
3.760000,1.270682,1
3.800000,1.286348,1
3.840000,1.310392,1
3.880000,1.336181,1
3.920000,1.331267,1
3.960000,1.341992,1
4.000000,1.425031,1
4.040000,1.521927,1
4.080000,1.616164,1
4.120000,1.676988,1
4.160000,1.719721,1
4.200000,1.708755,1
4.240000,1.671907,1
4.280000,1.628805,1
4.320000,1.621734,1
4.360000,1.622373,1
4.400000,1.632245,1
4.440000,1.631770,1
4.480000,1.589023,1
4.520000,1.550963,1
4.560000,1.524758,1
4.600000,1.579882,1
4.640000,1.654666,1
4.680000,1.640876,1
4.720000,1.610372,1
4.760000,1.641327,1
4.800000,1.697148,1
4.840000,1.708163,1
4.880000,1.664673,1
4.920000,1.582593,1
4.960000,1.445703,1
5.000000,1.420598,1
5.040000,1.451293,1
5.080000,1.387200,1
5.120000,1.376254,1
5.160000,1.415082,1
5.200000,1.405194,1
5.240000,1.378504,1
5.280000,1.455887,1
5.320000,1.574693,1
5.360000,1.685263,1
5.400000,1.771603,1
5.440000,1.756679,1
5.480000,1.663204,1
5.520000,1.595327,1
5.560000,1.523020,1
5.600000,1.393717,1
5.640000,1.415617,1
5.680000,1.453525,1
5.720000,1.336625,1
5.760000,1.215232,1
5.800000,1.219349,1
5.840000,1.284130,1
5.880000,1.330863,1
5.920000,1.393229,1
5.960000,1.439740,1
6.000000,1.401835,1
6.040000,1.299786,1
6.080000,1.153096,1
6.120000,1.050086,1
6.160000,1.063791,1
6.200000,1.095517,1
6.240000,1.083061,1
6.280000,1.100754,1
6.320000,1.144047,1
6.360000,1.150355,1
6.400000,1.113510,1
6.440000,1.170069,1
6.480000,1.246303,1
6.520000,1.441279,1
6.560000,1.574379,1
6.600000,1.574305,1
6.640000,1.520571,1
6.680000,1.438472,1
6.720000,1.347909,1
6.760000,1.235015,1
6.800000,1.344323,1
6.840000,1.377360,1
6.880000,1.325898,1
6.920000,1.290305,1
6.960000,1.198057,1
7.000000,1.307956,1
7.040000,1.329307,1
7.080000,1.391155,1
7.120000,1.422678,1
7.160000,1.369436,1
